context,moment,screen,apk_path,ios_path,layout,colors,typography,spacing,icons,empty_state,hero,animation,overall,gap_notes,priority,screenshot_apk,screenshot_ios
PERSONAL,PersonalFutureMoments,Moments,apk/app/src/main/java/com/example/momentra/ui/shell/personal/PersonalFutureMomentsActiveContent.kt,momentra/momentra/Shell/PersonalEmpty/PersonalFutureMomentsActiveView.swift,2,0,1,2,2,2,2,2,PARTIAL,"Section overlap 29% (APK 7 composables, iOS 6 sections).",P3,docs/qa/screenshots/ios-apk-parity/apk/PersonalFutureMomentsActiveContent.png,docs/qa/screenshots/ios-apk-parity/ios/PersonalFutureMomentsActiveView.png
PERSONAL,PersonalLife,Life,apk/app/src/main/java/com/example/momentra/ui/shell/personal/PersonalLifeActiveContent.kt,momentra/momentra/Shell/PersonalEmpty/PersonalLifeActiveView.swift,2,0,2,2,2,2,2,2,PARTIAL,THIN_IOS: APK 976 vs iOS 565 lines.,P1,docs/qa/screenshots/ios-apk-parity/apk/PersonalLifeActiveContent.png,docs/qa/screenshots/ios-apk-parity/ios/PersonalLifeActiveView.png
PERSONAL,PersonalLifeOpsMemory,Life,apk/app/src/main/java/com/example/momentra/ui/shell/personal/PersonalLifeOpsMemoryActiveContent.kt,momentra/momentra/Shell/PersonalEmpty/PersonalLifeOpsMemoryActiveView.swift,2,0,1,2,1,2,2,2,PARTIAL,SF Symbol fallbacks present on iOS.,P3,docs/qa/screenshots/ios-apk-parity/apk/PersonalLifeOpsMemoryActiveContent.png,docs/qa/screenshots/ios-apk-parity/ios/PersonalLifeOpsMemoryActiveView.png
PERSONAL,PersonalLifeOpsMoments,Life,apk/app/src/main/java/com/example/momentra/ui/shell/personal/PersonalLifeOpsMomentsActiveContent.kt,momentra/momentra/Shell/PersonalEmpty/PersonalLifeOpsMomentsActiveView.swift,2,0,1,2,2,2,2,2,PARTIAL,,P3,docs/qa/screenshots/ios-apk-parity/apk/PersonalLifeOpsMomentsActiveContent.png,docs/qa/screenshots/ios-apk-parity/ios/PersonalLifeOpsMomentsActiveView.png
PERSONAL,PersonalLifestyleMemory,Life,apk/app/src/main/java/com/example/momentra/ui/shell/personal/PersonalLifestyleMemoryActiveContent.kt,momentra/momentra/Shell/PersonalEmpty/PersonalLifestyleMemoryActiveView.swift,2,0,1,2,2,2,2,2,PARTIAL,,P3,docs/qa/screenshots/ios-apk-parity/apk/PersonalLifestyleMemoryActiveContent.png,docs/qa/screenshots/ios-apk-parity/ios/PersonalLifestyleMemoryActiveView.png
PERSONAL,PersonalLifestyleMoments,Life,apk/app/src/main/java/com/example/momentra/ui/shell/personal/PersonalLifestyleMomentsActiveContent.kt,momentra/momentra/Shell/PersonalEmpty/PersonalLifestyleMomentsActiveView.swift,2,0,1,2,2,2,2,2,PARTIAL,"Section overlap 25% (APK 4 composables, iOS 6 sections).",P3,docs/qa/screenshots/ios-apk-parity/apk/PersonalLifestyleMomentsActiveContent.png,docs/qa/screenshots/ios-apk-parity/ios/PersonalLifestyleMomentsActiveView.png
PERSONAL,PersonalLifestylePulse,Life,apk/app/src/main/java/com/example/momentra/ui/shell/personal/PersonalLifestylePulseActiveContent.kt,momentra/momentra/Shell/PersonalEmpty/PersonalLifestylePulseActiveView.swift,2,0,1,1,2,2,2,2,PARTIAL,THIN_IOS: APK 441 vs iOS 240 lines. APK router does not wire Lifestyle pulse; iOS wires PersonalLifestylePulseActiveView.,P1,docs/qa/screenshots/ios-apk-parity/apk/PersonalLifestylePulseActiveContent.png,docs/qa/screenshots/ios-apk-parity/ios/PersonalLifestylePulseActiveView.png
PERSONAL,PersonalPulse,Pulse,apk/app/src/main/java/com/example/momentra/ui/shell/personal/PersonalPulseActiveContent.kt,momentra/momentra/Shell/PersonalEmpty/PersonalPulseActiveView.swift,1,0,2,2,1,2,2,2,PARTIAL,SF Symbol fallbacks present on iOS.,P3,docs/qa/screenshots/ios-apk-parity/apk/PersonalPulseActiveContent.png,docs/qa/screenshots/ios-apk-parity/ios/PersonalPulseActiveView.png
PERSONAL,PersonalQuickAddHub,Hub,apk/app/src/main/java/com/example/momentra/ui/shell/personal/PersonalQuickAddHub.kt,momentra/momentra/Shell/PersonalEmpty/PersonalQuickAddHubView.swift,1,0,2,2,2,1,2,2,PARTIAL,"THIN_IOS: APK 562 vs iOS 328 lines. Section overlap 0% (APK 3 composables, iOS 0 sections).",P1,docs/qa/screenshots/ios-apk-parity/apk/PersonalQuickAddHub.png,docs/qa/screenshots/ios-apk-parity/ios/PersonalQuickAddHubView.png
PERSONAL,PersonalRecentActivity,PersonalRecentActivity,apk/app/src/main/java/com/example/momentra/ui/shell/personal/PersonalRecentActivityScreen.kt,momentra/momentra/Shell/PersonalEmpty/PersonalRecentActivitySheets.swift,2,0,1,2,2,2,2,2,PARTIAL,"Section overlap 20% (APK 5 composables, iOS 5 sections).",P3,docs/qa/screenshots/ios-apk-parity/apk/PersonalRecentActivityScreen.png,docs/qa/screenshots/ios-apk-parity/ios/PersonalRecentActivitySheets.png
PERSONAL,PersonalRelationshipsMemory,Memory,apk/app/src/main/java/com/example/momentra/ui/shell/personal/PersonalRelationshipsMemoryActiveContent.kt,momentra/momentra/Shell/PersonalEmpty/PersonalRelationshipsMemoryActiveView.swift,2,0,1,2,2,2,2,2,PARTIAL,,P3,docs/qa/screenshots/ios-apk-parity/apk/PersonalRelationshipsMemoryActiveContent.png,docs/qa/screenshots/ios-apk-parity/ios/PersonalRelationshipsMemoryActiveView.png
PERSONAL,PersonalRelationshipsMoments,Moments,apk/app/src/main/java/com/example/momentra/ui/shell/personal/PersonalRelationshipsMomentsActiveContent.kt,momentra/momentra/Shell/PersonalEmpty/PersonalRelationshipsMomentsActiveView.swift,2,0,1,2,2,2,2,2,PARTIAL,"Section overlap 25% (APK 4 composables, iOS 6 sections).",P3,docs/qa/screenshots/ios-apk-parity/apk/PersonalRelationshipsMomentsActiveContent.png,docs/qa/screenshots/ios-apk-parity/ios/PersonalRelationshipsMomentsActiveView.png
PERSONAL,PersonalRelationshipsPulse,Pulse,apk/app/src/main/java/com/example/momentra/ui/shell/personal/PersonalRelationshipsPulseActiveContent.kt,momentra/momentra/Shell/PersonalEmpty/PersonalRelationshipsPulseActiveView.swift,1,0,1,2,2,2,2,2,PARTIAL,,P3,docs/qa/screenshots/ios-apk-parity/apk/PersonalRelationshipsPulseActiveContent.png,docs/qa/screenshots/ios-apk-parity/ios/PersonalRelationshipsPulseActiveView.png
AUTH,—,Splash,apk/app/src/main/java/com/example/momentra/ui/splash/SplashScreen.kt,momentra/momentra/Design/LaunchScreenView.swift,2,2,1,2,2,1,2,2,PARTIAL,,P3,docs/qa/screenshots/ios-apk-parity/apk/SplashScreen.png,docs/qa/screenshots/ios-apk-parity/ios/LaunchScreenView.png
