Domain,MomentId,WidgetOrScreen,Capability,WidgetType,Android,iOS,ApiDeclared,Classification,ApiRoute,FigmaNode,Notes,AuditResult,RegisterGapId
GROUP,G02,Empty,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,575:9761,FAMILY_UI_REUSED:GroupExperienceSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G02,Setup,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,575:9761,FAMILY_UI_REUSED:GroupExperienceSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G02,Pulse,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupExperienceSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G02,Moments,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupExperienceSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G02,Life,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupExperienceSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G02,Memory,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupExperienceSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G02,Activity,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupExperienceSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G03,Empty,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,575:9761,FAMILY_UI_REUSED:GroupExperienceSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G03,Setup,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,575:9761,FAMILY_UI_REUSED:GroupExperienceSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G03,Pulse,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupExperienceSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G03,Moments,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupExperienceSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G03,Life,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupExperienceSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G03,Memory,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupExperienceSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G03,Activity,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupExperienceSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G04,Empty,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,575:9761,FAMILY_UI_REUSED:GroupExperienceSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G04,Setup,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,575:9761,FAMILY_UI_REUSED:GroupExperienceSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G04,Pulse,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupExperienceSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G04,Moments,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupExperienceSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G04,Life,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupExperienceSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G04,Memory,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupExperienceSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G04,Activity,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupExperienceSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G05,Empty,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,575:9919,FAMILY_UI_REUSED:GroupPurchaseSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G05,Setup,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,575:9919,FAMILY_UI_REUSED:GroupPurchaseSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G05,Pulse,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupPurchaseSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G05,Moments,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupPurchaseSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G05,Life,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupPurchaseSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G05,Memory,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupPurchaseSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G05,Activity,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupPurchaseSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G06,Empty,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,575:9919,FAMILY_UI_REUSED:GroupPurchaseSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G06,Setup,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,575:9919,FAMILY_UI_REUSED:GroupPurchaseSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G06,Pulse,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupPurchaseSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G06,Moments,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupPurchaseSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G06,Life,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupPurchaseSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G06,Memory,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupPurchaseSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G06,Activity,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupPurchaseSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G07,Empty,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,575:9919,FAMILY_UI_REUSED:GroupPurchaseSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G07,Setup,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,575:9919,FAMILY_UI_REUSED:GroupPurchaseSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G07,Pulse,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupPurchaseSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G07,Moments,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupPurchaseSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G07,Life,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupPurchaseSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G07,Memory,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupPurchaseSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G07,Activity,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupPurchaseSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G08,Empty,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,575:9919,FAMILY_UI_REUSED:GroupPurchaseSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G08,Setup,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,575:9919,FAMILY_UI_REUSED:GroupPurchaseSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G08,Pulse,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupPurchaseSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G08,Moments,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupPurchaseSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G08,Life,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupPurchaseSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G08,Memory,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupPurchaseSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G08,Activity,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupPurchaseSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G09,Empty,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,634:13345,FAMILY_UI_REUSED:GroupLivingSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G09,Setup,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,634:13345,FAMILY_UI_REUSED:GroupLivingSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G09,Pulse,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupLivingSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G09,Moments,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupLivingSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G09,Life,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupLivingSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G09,Memory,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupLivingSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G09,Activity,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupLivingSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G10,Empty,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,634:13345,FAMILY_UI_REUSED:GroupLivingSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G10,Setup,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,634:13345,FAMILY_UI_REUSED:GroupLivingSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G10,Pulse,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupLivingSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G10,Moments,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupLivingSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G10,Life,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupLivingSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G10,Memory,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupLivingSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G10,Activity,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupLivingSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G11,Empty,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,634:13345,FAMILY_UI_REUSED:GroupLivingSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G11,Setup,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,634:13345,FAMILY_UI_REUSED:GroupLivingSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G11,Pulse,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupLivingSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G11,Moments,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupLivingSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G11,Life,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupLivingSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G11,Memory,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupLivingSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G11,Activity,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupLivingSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G12,Empty,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,634:13345,FAMILY_UI_REUSED:GroupLivingSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G12,Setup,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,634:13345,FAMILY_UI_REUSED:GroupLivingSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G12,Pulse,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupLivingSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G12,Moments,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupLivingSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G12,Life,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupLivingSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G12,Memory,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupLivingSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
GROUP,G12,Activity,,SCREEN,Y,Y,,FAMILY_UI_REUSED,,,FAMILY_UI_REUSED:GroupLivingSetup; FIGMA_UNIQUE subtype — mark EQUIVALENT or PARTIAL after visual compare,PASS,
BUSINESS,B00,Empty,,SCREEN,Y,Y,,PASS_CANDIDATE,,649:20260,,PASS,
BUSINESS,B00,CreateCompany,,SCREEN,Y,Y,,PASS_CANDIDATE,,649:20260,,PASS,
BUSINESS,B00,Identity,,SCREEN,Y,Y,,PASS_CANDIDATE,,649:20260,,PASS,
BUSINESS,B00,Location,,SCREEN,Y,Y,,PASS_CANDIDATE,,649:20260,,PASS,
BUSINESS,B00,Membership,,SCREEN,Y,Y,,PASS_CANDIDATE,,649:20260,,PASS,
BUSINESS,B00,CompanySwitcher,,SCREEN,Y,Y,,PASS_CANDIDATE,,649:20260,,PASS,
BUSINESS,B00,Restored,,SCREEN,Y,Y,,PASS_CANDIDATE,,649:20260,,PASS,
BUSINESS,B01,Empty,,SCREEN,Y,Y,,PASS_CANDIDATE,,692:34736,,PASS,
BUSINESS,B01,Setup,,SCREEN,Y,Y,,PASS_CANDIDATE,,692:34736,,PASS,
BUSINESS,B01,Pulse,,SCREEN,Y,Y,,PASS_CANDIDATE,,,,PASS,
BUSINESS,B01,Moments,,SCREEN,Y,Y,,PASS_CANDIDATE,,,,PASS,
BUSINESS,B01,Life,,SCREEN,Y,Y,,PASS_CANDIDATE,,,,PASS,
BUSINESS,B01,Memory,,SCREEN,Y,Y,,PASS_CANDIDATE,,,,PASS,
BUSINESS,B01,Activity,,SCREEN,Y,Y,,PASS_CANDIDATE,,,,PASS,
BUSINESS,B02,Empty,,SCREEN,Y,Y,,PASS_CANDIDATE,,692:36690,,PASS,
BUSINESS,B02,Setup,,SCREEN,Y,Y,,PASS_CANDIDATE,,692:36690,,PASS,
BUSINESS,B02,Pulse,,SCREEN,Y,Y,,PASS_CANDIDATE,,,,PASS,
BUSINESS,B02,Moments,,SCREEN,Y,Y,,PASS_CANDIDATE,,,,PASS,
BUSINESS,B02,Life,,SCREEN,Y,Y,,PASS_CANDIDATE,,,,PASS,
BUSINESS,B02,Memory,,SCREEN,Y,Y,,PASS_CANDIDATE,,,,PASS,
BUSINESS,B02,Activity,,SCREEN,Y,Y,,PASS_CANDIDATE,,,,PASS,
BUSINESS,B03,Empty,,SCREEN,Y,Y,,PASS_CANDIDATE,,692:37188,,PASS,
BUSINESS,B03,Setup,,SCREEN,Y,Y,,PASS_CANDIDATE,,692:37188,,PASS,
BUSINESS,B03,Pulse,,SCREEN,Y,Y,,PASS_CANDIDATE,,,,PASS,
BUSINESS,B03,Moments,,SCREEN,Y,Y,,PASS_CANDIDATE,,,,PASS,
BUSINESS,B03,Life,,SCREEN,Y,Y,,PASS_CANDIDATE,,,,PASS,
BUSINESS,B03,Memory,,SCREEN,Y,Y,,PASS_CANDIDATE,,,,PASS,
BUSINESS,B03,Activity,,SCREEN,Y,Y,,PASS_CANDIDATE,,,,PASS,
BUSINESS,B-VENDOR,Vendor Operations,,SCREEN,N,N,,DEFERRED,,1124:0,Inventory only — not in implemented certification scope,GAP,
BUSINESS,B-MULTILOC,Multi-location Dashboard,,SCREEN,N,N,,DEFERRED,,692:33733,Inventory only — not in implemented certification scope,GAP,
